,Age,Income,Family,CCAvg,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,EDU,Account_Holder_Category
3523,29,150,1,0.8,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3524,58,15,4,0.9,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3525,59,13,4,0.9,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3526,58,9,2,0.2,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3527,35,24,4,1.1,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3528,43,41,3,2.2,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3529,33,25,4,1.0,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3530,54,49,4,2.8,0,0,1,0,0,0,Graduate,Hold Securities account
3531,38,58,3,0.9,128,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
3532,38,141,2,0.0,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3533,57,50,4,2.1,211,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3534,34,61,3,2.0,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3535,52,65,1,1.2,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3536,50,112,1,0.3,229,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3537,60,19,3,0.3,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3538,26,23,1,0.1,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3539,56,60,1,2.2,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3540,39,30,4,0.3,0,0,1,0,0,1,Under Graduate,Hold Securities account
3541,45,144,4,5.4,210,1,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3542,30,118,4,3.0,0,1,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3543,37,194,2,0.0,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3544,45,109,3,1.1,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3545,48,174,1,2.4,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3546,65,34,1,1.1,119,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
3547,46,84,3,0.7,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3548,40,41,1,2.0,0,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
3549,33,92,3,1.6,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3550,40,19,1,0.75,116,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3551,60,55,3,0.5,172,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3552,51,22,4,0.5,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
3553,41,155,1,7.0,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3554,37,72,4,2.0,0,0,1,0,0,0,Professional,Hold Securities account
3555,35,81,1,2.7,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3556,35,30,1,1.7,0,0,1,0,0,1,Under Graduate,Hold Securities account
3557,46,54,4,2.9,189,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3558,60,60,3,2.5,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3559,51,68,1,1.5,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3560,31,65,4,2.2,126,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3561,30,31,3,1.0,142,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3562,32,169,1,6.5,272,1,1,1,1,0,Professional,Hold Securities and Deposit Account
3563,53,139,1,0.9,0,1,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3564,33,29,1,0.6,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3565,40,43,2,1.1,0,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
3566,57,80,2,2.8,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3567,51,43,1,1.3,123,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3568,30,194,2,4.5,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3569,41,24,2,0.8,0,0,1,0,1,0,Professional,Hold Securities account
3570,54,32,2,0.6,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
3571,42,153,3,5.6,416,1,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3572,30,30,1,0.4,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
3573,60,165,3,5.6,0,1,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3574,56,64,3,0.3,0,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
3575,63,15,4,0.6,83,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3576,56,70,3,0.3,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3577,39,32,3,2.0,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3578,29,128,2,4.1,209,1,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3579,28,84,1,2.9,102,0,1,1,0,1,Professional,Hold Securities and Deposit Account
3580,41,62,2,2.2,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
3581,28,33,3,1.0,0,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
3582,49,65,1,0.0,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3583,30,33,4,1.5,85,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3584,63,15,1,0.8,115,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3585,45,45,3,1.0,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3586,40,132,2,3.9,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3587,28,29,3,0.1,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3588,62,65,1,0.0,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3589,38,52,2,2.4,147,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3590,32,64,2,0.1,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3591,58,73,2,2.3,224,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
3592,33,20,1,0.67,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3593,60,44,2,0.3,192,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3594,34,79,1,2.5,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3595,38,104,2,1.8,79,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3596,44,88,1,4.7,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3597,56,51,3,2.0,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3598,37,61,3,0.9,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3599,45,23,2,0.1,91,0,0,1,1,1,Professional,Hold CD Account
3600,44,38,2,2.1,95,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3601,37,75,3,2.6,0,0,1,0,0,0,Graduate,Hold Securities account
3602,47,42,4,0.1,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3603,51,45,4,0.1,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3604,63,59,3,0.5,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3605,61,130,2,2.6,0,1,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3606,43,9,2,0.0,96,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
3607,41,62,3,0.9,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3608,59,202,1,4.7,553,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3609,29,162,1,4.3,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3610,32,93,3,1.6,79,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3611,64,145,1,0.9,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3612,50,99,1,4.6,368,1,1,1,0,1,Under Graduate,Hold Securities and Deposit Account
3613,35,148,1,5.8,0,1,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3614,34,154,3,5.4,0,1,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3615,58,149,2,6.0,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3616,41,69,1,1.5,78,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3617,37,30,2,0.3,146,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3618,35,48,2,1.0,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3619,45,42,1,0.3,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3620,53,132,2,0.3,403,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3621,53,81,3,1.7,193,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3622,54,60,4,3.8,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
3623,28,45,4,1.7,95,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3624,58,70,1,1.4,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3625,47,71,4,2.9,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3626,24,28,4,1.0,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3627,27,83,2,0.2,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3628,42,131,1,3.4,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3629,50,82,1,0.0,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3630,41,79,1,4.0,225,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3631,46,51,4,1.9,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3632,46,111,2,6.3,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3633,51,93,1,0.3,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3634,59,73,4,2.3,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3635,58,24,2,0.5,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3636,37,64,3,0.9,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3637,39,104,3,1.0,242,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3638,47,38,4,1.9,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3639,51,191,1,8.1,0,0,1,0,1,0,Under Graduate,Hold Securities account
3640,64,53,4,1.67,0,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
3641,59,74,4,2.3,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3642,55,21,4,0.7,0,0,1,0,1,0,Professional,Hold Securities account
3643,57,80,3,1.6,144,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
3644,59,41,4,2.5,174,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3645,42,79,1,3.7,0,0,1,0,0,1,Professional,Hold Securities account
3646,34,141,3,6.9,260,1,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3647,41,32,3,1.0,0,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
3648,43,38,3,2.0,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3649,53,85,3,1.8,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3650,47,93,2,0.8,107,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3651,49,140,1,1.9,0,1,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
3652,35,69,4,2.2,0,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
3653,52,32,2,2.0,0,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
3654,53,61,4,0.9,177,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3655,48,125,1,2.4,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3656,35,30,4,1.0,0,0,1,0,0,0,Graduate,Hold Securities account
3657,52,104,2,2.4,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
3658,60,24,1,0.1,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3659,33,22,1,0.4,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3660,38,59,2,2.4,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3661,29,120,1,4.1,0,1,1,1,0,1,Graduate,Hold Securities and Deposit Account
3662,35,164,2,0.0,500,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3663,26,60,4,1.6,0,0,0,1,1,1,Under Graduate,Hold CD Account
3664,48,43,3,1.9,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3665,43,70,3,2.33,0,0,1,0,0,0,Under Graduate,Hold Securities account
3666,60,51,2,2.8,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3667,27,59,4,1.6,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3668,38,129,4,0.3,75,1,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3669,40,22,2,1.4,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
3670,38,29,4,0.4,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3671,50,18,1,0.4,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3672,38,65,3,0.5,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3673,34,65,4,1.3,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3674,42,38,1,0.2,0,0,1,0,0,0,Under Graduate,Hold Securities account
3675,60,110,2,2.0,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3676,62,22,1,1.5,111,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3677,59,43,2,0.3,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3678,49,30,4,0.6,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3679,49,134,2,6.3,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3680,36,32,3,1.3,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3681,33,139,1,4.3,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3682,43,45,2,0.7,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3683,53,62,3,3.0,0,0,1,0,0,0,Graduate,Hold Securities account
3684,57,51,4,1.7,103,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3685,53,93,1,0.8,313,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3686,60,122,1,1.3,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3687,34,45,1,1.33,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3688,51,179,1,8.1,0,0,1,0,1,0,Under Graduate,Hold Securities account
3689,36,64,3,2.8,205,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3690,63,41,2,1.1,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3691,37,58,2,0.6,0,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
3692,57,64,4,2.2,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3693,52,28,3,1.7,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3694,38,21,1,0.67,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3695,61,60,1,2.8,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3696,31,78,2,0.2,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3697,39,59,3,0.5,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3698,38,59,3,0.5,0,0,1,1,1,1,Professional,Hold Securities and Deposit Account
3699,46,83,4,1.4,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
3700,48,128,1,5.7,0,0,1,0,0,0,Under Graduate,Hold Securities account
3701,58,95,1,2.6,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3702,50,160,4,4.3,410,1,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3703,67,78,4,2.4,0,0,1,0,0,0,Professional,Hold Securities account
3704,36,184,2,5.1,0,1,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3705,30,30,3,1.0,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3706,58,51,2,1.6,123,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3707,43,35,1,0.6,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3708,31,74,4,4.0,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3709,37,43,4,1.2,0,0,1,0,0,0,Graduate,Hold Securities account
3710,49,23,2,1.0,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
3711,27,20,4,0.4,99,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3712,50,112,1,0.6,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3713,46,74,3,0.7,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
3714,49,65,2,0.4,232,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
3715,29,124,2,0.2,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3716,55,65,3,2.5,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3717,61,73,3,2.0,285,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3718,45,8,2,0.1,0,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
3719,33,53,3,2.3,76,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3720,63,131,3,2.6,229,1,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3721,32,13,4,0.3,0,0,1,1,1,1,Under Graduate,Hold Securities and Deposit Account
3722,42,60,1,2.4,98,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3723,51,45,1,1.6,82,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3724,44,39,2,2.1,119,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3725,33,78,4,2.0,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3726,39,43,3,0.5,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3727,56,31,2,0.3,109,0,1,1,1,1,Under Graduate,Hold Securities and Deposit Account
3728,28,118,3,2.4,161,1,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3729,43,82,3,0.1,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3730,30,112,3,2.5,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3731,34,10,1,0.4,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3732,26,18,2,0.9,95,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3733,58,72,3,0.3,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3734,43,72,4,0.2,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3735,40,78,1,5.2,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3736,54,78,3,1.8,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3737,44,30,1,0.5,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3738,54,45,3,1.4,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3739,39,80,2,0.4,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3740,59,174,1,4.7,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3741,53,51,2,3.2,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3742,32,181,1,6.0,0,0,0,1,1,1,Under Graduate,Hold CD Account
3743,40,78,4,1.4,194,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
3744,54,79,3,1.6,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3745,27,119,1,5.4,118,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3746,63,49,4,1.2,109,0,1,1,1,1,Graduate,Hold Securities and Deposit Account
3747,26,83,3,3.9,0,1,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3748,33,100,1,2.7,126,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3749,43,70,3,2.33,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3750,57,52,3,0.5,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3751,26,12,4,1.0,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3752,55,82,4,1.3,219,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
3753,30,34,2,0.3,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
3754,63,112,4,2.4,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
3755,55,42,3,1.0,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3756,35,83,2,2.2,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3757,45,142,1,1.4,0,1,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3758,47,199,2,6.67,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3759,31,29,4,1.5,121,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
3760,56,70,3,1.4,273,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
3761,49,25,2,0.7,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3762,53,84,2,1.1,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3763,62,81,3,4.4,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3764,63,15,2,0.4,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3765,26,54,3,0.3,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3766,59,108,4,3.8,304,1,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3767,40,83,4,2.67,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3768,42,62,1,0.7,170,0,0,1,1,1,Professional,Hold CD Account
3769,29,134,2,3.3,204,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3770,40,75,3,2.33,79,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3771,31,109,2,2.0,341,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
3772,35,152,2,3.0,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3773,62,83,4,2.4,0,0,1,0,0,0,Professional,Hold Securities account
3774,51,52,4,1.8,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3775,32,31,2,2.0,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
3776,27,135,3,2.7,449,1,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
3777,62,98,1,0.9,151,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3778,66,14,4,0.6,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
3779,53,64,4,2.6,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3780,49,109,2,6.8,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3781,65,118,1,1.3,333,0,0,1,1,1,Under Graduate,Hold CD Account
3782,30,80,4,2.2,0,0,1,0,1,0,Graduate,Hold Securities account
3783,60,51,3,1.4,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3784,30,115,4,3.8,0,1,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3785,54,83,1,2.4,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3786,54,90,1,0.3,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3787,37,28,4,1.7,0,0,1,1,1,0,Under Graduate,Hold Securities and Deposit Account
3788,32,82,2,2.5,221,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3789,51,24,3,0.4,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3790,46,71,2,1.7,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3791,41,80,1,0.3,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3792,62,109,4,1.7,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3793,54,140,1,2.9,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3794,52,39,4,0.2,0,0,1,0,1,0,Graduate,Hold Securities account
3795,51,39,1,1.2,98,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3796,24,50,3,2.4,0,0,1,0,0,0,Graduate,Hold Securities account
3797,61,31,2,0.3,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3798,55,35,3,1.0,144,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
3799,37,44,4,0.2,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3800,64,35,1,0.5,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3801,34,20,2,0.3,106,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3802,31,10,4,0.7,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3803,42,83,4,2.0,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3804,47,203,2,8.8,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3805,29,84,3,0.8,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3806,34,41,4,0.8,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3807,36,164,2,7.8,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
3808,34,152,2,6.5,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3809,26,62,4,1.6,0,0,1,0,0,0,Under Graduate,Hold Securities account
3810,48,12,4,1.0,89,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3811,47,28,4,0.6,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3812,39,52,1,2.0,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
3813,62,19,3,1.3,97,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
3814,34,35,3,1.3,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3815,43,28,4,0.3,96,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
3816,55,70,3,2.0,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
3817,65,140,1,0.9,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
3818,26,102,4,2.3,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
3819,57,50,4,2.0,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
3820,32,61,3,2.3,205,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
